STUDENT_ID,COLLEGE,MAJOR_NAME,CREDIT_1,CREDIT_2,GPA_1,EXTRA_ACTIVITY,COMPLETE_MAJOR,PF,AR_2016,AR_2017,AR_2018,AR_2019,EVERY_TIME,MAJOR_SCORE
486,과학기술,바이오공학,18,18,3.9638,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,981.9866666666667
487,과학기술,바이오공학,15,18,3.9521,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,969.2366666666667
488,과학기술,바이오공학,18,18,3.9446,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,981.4866666666667
489,과학기술,바이오공학,18,18,3.9233,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,980.6216666666667
490,과학기술,바이오공학,18,12,3.9019,250,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,905.0633333333333
491,과학기술,바이오공학,18,18,3.9016,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,979.6216666666667
492,과학기술,바이오공학,18,18,3.8405,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,978.0166666666667
493,과학기술,바이오공학,18,18,3.8382,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,977.88
494,과학기술,바이오공학,18,18,3.7289999999999996,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,974.3
495,과학기술,바이오공학,18,18,3.6946,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,972.795
496,과학기술,바이오공학,18,18,3.6631,150,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,821.6683333333333
497,과학기술,바이오공학,18,18,3.6358,250,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,920.6366666666667
498,과학기술,바이오공학,18,18,3.6024,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,970.08
499,과학기술,바이오공학,18,18,3.5912,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,969.65
500,과학기술,바이오공학,18,18,3.5777,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,968.925
501,과학기술,바이오공학,18,18,3.5275,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,967.4983333333333
502,과학기술,바이오공학,18,18,3.5176,250,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,916.9633333333334
503,과학기술,바이오공학,18,18,3.5002,200,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,866.6733333333333
504,과학기술,바이오공학,18,18,3.4759,300,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,965.79
505,과학기술,바이오공학,18,18,3.4610000000000003,100,1,1,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,765.3266666666667
506,과학기술,바이오공학,18,12,3.3899,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,937.6113333333333
507,과학기술,바이오공학,18,18,3.3484,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,961.525
508,과학기술,바이오공학,18,18,3.3431,150,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,810.4783333333334
509,과학기술,바이오공학,18,18,3.2807,300,0,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,559.1866666666667
510,과학기술,바이오공학,18,18,3.2282,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,957.4383333333333
511,과학기술,바이오공학,18,15,3.2181,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,944.4972727272727
512,과학기술,바이오공학,18,18,3.139,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,954.0133333333333
513,과학기술,바이오공학,18,18,3.0968,50,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,702.9666666666667
514,과학기술,바이오공학,18,18,3.0759,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,952.1666666666666
515,과학기술,바이오공학,18,18,3.0451,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,949.275
516,과학기술,바이오공학,18,18,2.9006,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,946.295
517,과학기술,바이오공학,18,18,2.7998,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,943.3266666666666
518,과학기술,바이오공학,18,18,2.7966,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,941.28
519,과학기술,바이오공학,18,18,2.6613,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,937.4533333333334
520,과학기술,바이오공학,18,18,2.5859,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,936.1
521,과학기술,바이오공학,18,18,2.5564,100,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,735.2133333333334
522,과학기술,바이오공학,18,18,2.5215,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,932.3533333333334
523,과학기술,바이오공학,18,18,2.2213,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,924.0433333333333
524,과학기술,바이오공학,18,18,2.2086,300,0,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,523.4966666666667
525,과학기술,바이오공학,18,18,2.1205,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,920.6833333333334
526,과학기술,바이오공학,18,18,2.0789,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,919.245
527,과학기술,바이오공학,18,18,2.0361,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,916.8333333333334
528,과학기술,바이오공학,18,18,1.8895,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,912.4783333333334
529,과학기술,바이오공학,18,18,1.7797,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,909.2916666666666
530,과학기술,바이오공학,18,18,1.7715,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,909.05
531,과학기술,바이오공학,18,18,1.7715,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,908.6983333333334
532,과학기술,바이오공학,18,18,1.7316,0,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,606.79
533,과학기술,바이오공학,18,18,1.6726,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,905.7
534,과학기술,바이오공학,18,18,1.6298,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,903.945
535,과학기술,바이오공학,18,18,1.4808,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,898.7133333333334
536,과학기술,바이오공학,18,18,1.442,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,897.2666666666667
537,과학기술,바이오공학,18,18,1.3361,300,0,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,494.28499999999997
538,과학기술,바이오공학,12,18,1.2983,200,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,768.2766666666666
539,과학기술,바이오공학,18,18,1.2132,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,889.97
540,과학기술,바이오공학,18,18,1.185,50,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,638.0883333333334
541,과학기술,바이오공학,18,18,1.0979,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,886.5816666666667
542,과학기술,바이오공학,18,18,1.097,300,1,0,6.81,8.69,15.905,12.732000000000001,0.8290000000000001,886.5666666666666
543,과학기술,수학,18,18,4.4879,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,999.2933333333333
544,과학기술,수학,18,18,4.385,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,995.5016666666667
545,과학기술,수학,18,18,4.2911,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,992.8616666666667
546,과학기술,수학,18,18,4.2806,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,992.2733333333333
547,과학기술,수학,18,18,4.2432,150,1,1,5.0,6.042000000000001,10.98,7.275,0.231,840.9333333333333
548,과학기술,수학,18,18,4.2128,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,989.9633333333334
549,과학기술,수학,18,18,4.0908,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,986.3016666666667
550,과학기술,수학,18,18,4.0709,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,985.6766666666666
551,과학기술,수학,18,18,4.0386,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,983.665
552,과학기술,수학,18,15,3.9139999999999997,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,967.6106060606061
553,과학기술,수학,18,18,3.884,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,979.3283333333334
554,과학기술,수학,18,18,3.8483,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,978.0783333333334
555,과학기술,수학,18,18,3.8346,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,977.75
556,과학기술,수학,18,18,3.8193,250,1,1,5.0,6.042000000000001,10.98,7.275,0.231,926.7266666666667
557,과학기술,수학,18,18,3.7843,50,1,1,5.0,6.042000000000001,10.98,7.275,0.231,725.99
558,과학기술,수학,18,18,3.7561,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,974.8116666666667
559,과학기술,수학,15,18,3.7326,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,961.0309090909091
560,과학기술,수학,18,18,3.6731,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,972.405
561,과학기술,수학,18,18,3.6135,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,969.265
562,과학기술,수학,18,18,3.5253,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,967.5066666666667
563,과학기술,수학,18,18,3.5224,50,1,1,5.0,6.042000000000001,10.98,7.275,0.231,716.885
564,과학기술,수학,18,18,3.4744,300,0,1,5.0,6.042000000000001,10.98,7.275,0.231,565.765
565,과학기술,수학,18,18,3.4403,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,964.045
566,과학기술,수학,18,18,3.3966,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,963.1083333333333
567,과학기술,수학,18,18,3.3484,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,961.4449999999999
568,과학기술,수학,18,18,3.3141,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,960.4016666666666
569,과학기술,수학,18,18,3.2907,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,959.605
570,과학기술,수학,18,18,3.2495,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,958.135
571,과학기술,수학,18,18,3.2282,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,957.575
572,과학기술,수학,18,18,3.2108,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,956.8483333333334
573,과학기술,수학,18,18,3.1571,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,953.6266666666667
574,과학기술,수학,15,18,3.0592,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,939.2169696969697
575,과학기술,수학,18,18,3.0265,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,948.2516666666667
576,과학기술,수학,18,18,2.758,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,941.9333333333334
577,과학기술,수학,18,18,2.7304,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,941.0133333333333
578,과학기술,수학,18,15,2.7015,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,927.55
579,과학기술,수학,18,18,2.6802,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,931.7316666666667
580,과학기술,수학,18,18,2.0376,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,917.895
581,과학기술,수학,18,18,1.9961,300,1,1,5.0,6.042000000000001,10.98,7.275,0.231,916.1666666666667
582,과학기술,수학,18,18,1.8971,300,1,0,5.0,6.042000000000001,10.98,7.275,0.231,912.605
583,과학기술,수학,18,18,1.8303,300,1,0,5.0,6.042000000000001,10.98,7.275,0.231,911.01
584,과학기술,수학,18,18,1.7797,300,1,0,5.0,6.042000000000001,10.98,7.275,0.231,907.5916666666667
585,과학기술,수학,18,12,1.6718,300,1,0,5.0,6.042000000000001,10.98,7.275,0.231,879.4106666666667
586,과학기술,수학,18,18,1.5136,50,1,0,5.0,6.042000000000001,10.98,7.275,0.231,649.895
587,과학기술,수학,18,18,1.4604,250,1,0,5.0,6.042000000000001,10.98,7.275,0.231,848.52
588,과학기술,수학,18,18,1.442,300,1,0,5.0,6.042000000000001,10.98,7.275,0.231,897.2666666666667
589,과학기술,수학,18,18,1.3717,300,0,0,5.0,6.042000000000001,10.98,7.275,0.231,493.47
590,과학기술,수학,18,18,1.1265,300,1,0,5.0,6.042000000000001,10.98,7.275,0.231,886.605
591,과학기술,정보통계학,18,18,4.4105,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,997.0166666666667
592,과학기술,정보통계학,18,18,4.3451,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,994.6616666666666
593,과학기술,정보통계학,18,15,4.3301,300,0,1,5.857,8.5,12.604000000000001,8.978,0.256,581.4169696969697
594,과학기술,정보통계학,18,18,4.3024,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,993.225
595,과학기술,정보통계학,18,18,4.2859,50,1,1,5.857,8.5,12.604000000000001,8.978,0.256,742.0233333333333
596,과학기술,정보통계학,18,18,4.2355,200,1,1,5.857,8.5,12.604000000000001,8.978,0.256,890.9466666666667
597,과학기술,정보통계학,18,18,4.1249,200,1,1,5.857,8.5,12.604000000000001,8.978,0.256,886.6933333333334
598,과학기술,정보통계학,18,18,4.0654,300,0,1,5.857,8.5,12.604000000000001,8.978,0.256,584.9100000000001
599,과학기술,정보통계학,18,18,4.0276,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,983.99
600,과학기술,정보통계학,18,18,3.9981,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,982.8016666666667
601,과학기술,정보통계학,18,18,3.9681,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,982.2116666666667
602,과학기술,정보통계학,18,18,3.9521,150,1,1,5.857,8.5,12.604000000000001,8.978,0.256,831.63
603,과학기술,정보통계학,18,18,3.9233,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,980.42
604,과학기술,정보통계학,18,18,3.8907,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,979.69
605,과학기술,정보통계학,18,18,3.8757,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,979.13
606,과학기술,정보통계학,18,18,3.8663,200,1,1,5.857,8.5,12.604000000000001,8.978,0.256,878.5283333333333
607,과학기술,정보통계학,18,18,3.8454,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,978.0
608,과학기술,정보통계학,18,18,3.83,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,977.155
609,과학기술,정보통계학,15,18,3.7895,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,963.5548484848484
610,과학기술,정보통계학,18,18,3.7561,100,1,1,5.857,8.5,12.604000000000001,8.978,0.256,775.0916666666667
611,과학기술,정보통계학,18,18,3.7484,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,974.4
612,과학기술,정보통계학,18,18,3.6946,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,972.9716666666667
613,과학기술,정보통계학,18,18,3.6712,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,972.2183333333334
614,과학기술,정보통계학,18,18,3.6594,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,971.98
615,과학기술,정보통계학,18,18,3.637,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,970.6566666666666
616,과학기술,정보통계학,18,18,3.5878,0,1,1,5.857,8.5,12.604000000000001,8.978,0.256,668.5883333333334
617,과학기술,정보통계학,18,18,3.5253,300,0,1,5.857,8.5,12.604000000000001,8.978,0.256,567.5066666666667
618,과학기술,정보통계학,18,18,3.5251,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,967.3783333333333
619,과학기술,정보통계학,18,18,3.4759,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,965.575
620,과학기술,정보통계학,18,18,3.4117,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,963.7233333333334
621,과학기술,정보통계학,18,18,3.4024,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,963.3166666666666
622,과학기술,정보통계학,18,18,3.3552,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,961.84
623,과학기술,정보통계학,18,18,3.3141,100,1,1,5.857,8.5,12.604000000000001,8.978,0.256,760.4016666666666
624,과학기술,정보통계학,18,18,3.2892,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,959.4983333333333
625,과학기술,정보통계학,18,18,3.2705,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,959.0166666666667
626,과학기술,정보통계학,18,12,3.2282,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,932.3746666666667
627,과학기술,정보통계학,18,18,3.1939,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,955.85
628,과학기술,정보통계학,18,18,3.1180000000000003,300,0,1,5.857,8.5,12.604000000000001,8.978,0.256,553.58
629,과학기술,정보통계학,15,18,3.0812,300,1,1,5.857,8.5,12.604000000000001,8.978,0.256,939.4048484848485
630,과학기술,정보통계학,18,18,2.9526,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,948.2083333333334
631,과학기술,정보통계학,18,18,2.9006,50,1,0,5.857,8.5,12.604000000000001,8.978,0.256,693.62
632,과학기술,정보통계학,18,18,2.7166,50,1,0,5.857,8.5,12.604000000000001,8.978,0.256,690.3016666666667
633,과학기술,정보통계학,18,18,2.5796,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,935.6866666666667
634,과학기술,정보통계학,18,18,2.5465,300,0,0,5.857,8.5,12.604000000000001,8.978,0.256,534.7666666666667
635,과학기술,정보통계학,18,18,2.5395,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,934.3216666666667
636,과학기술,정보통계학,18,18,2.4197,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,930.6566666666666
637,과학기술,정보통계학,18,18,2.3919,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,927.185
638,과학기술,정보통계학,18,18,2.2086,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,923.62
639,과학기술,정보통계학,18,18,2.2079,150,1,0,5.857,8.5,12.604000000000001,8.978,0.256,772.0783333333334
640,과학기술,정보통계학,18,18,2.1168,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,919.2433333333333
641,과학기술,정보통계학,15,18,1.9961,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,902.2366666666667
642,과학기술,정보통계학,12,18,1.8028,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,882.5533333333333
643,과학기술,정보통계학,18,18,1.6718,300,0,0,5.857,8.5,12.604000000000001,8.978,0.256,505.68666666666667
644,과학기술,정보통계학,18,18,1.6647,50,0,0,5.857,8.5,12.604000000000001,8.978,0.256,254.90833333333333
645,과학기술,정보통계학,18,18,1.5898,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,901.7233333333334
646,과학기술,정보통계학,18,18,1.4801,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,897.8266666666667
647,과학기술,정보통계학,18,18,1.3717,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,895.6483333333333
648,과학기술,정보통계학,18,18,1.3647,300,0,0,5.857,8.5,12.604000000000001,8.978,0.256,494.76166666666666
649,과학기술,정보통계학,18,18,1.2365,300,1,0,5.857,8.5,12.604000000000001,8.978,0.256,887.7
650,과학기술,화학,18,18,4.4873,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,999.3966666666666
651,과학기술,화학,15,18,4.3897,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,983.7378787878788
652,과학기술,화학,18,18,4.385,250,1,1,5.436,9.245,12.122,10.822000000000001,0.436,945.6166666666667
653,과학기술,화학,18,18,4.3378,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,994.41
654,과학기술,화학,18,18,4.2432,150,1,1,5.436,9.245,12.122,10.822000000000001,0.436,840.9183333333333
655,과학기술,화학,18,18,4.2091,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,989.9016666666666
656,과학기술,화학,18,18,4.1588,250,1,1,5.436,9.245,12.122,10.822000000000001,0.436,937.4933333333333
657,과학기술,화학,18,18,4.0873,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,985.4316666666666
658,과학기술,화학,18,18,4.0292,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,984.28
659,과학기술,화학,18,18,4.0214,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,983.8866666666667
660,과학기술,화학,18,18,3.9981,100,1,1,5.436,9.245,12.122,10.822000000000001,0.436,782.99
661,과학기술,화학,18,18,3.97,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,982.3016666666667
662,과학기술,화학,18,18,3.9549,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,981.83
663,과학기술,화학,18,18,3.9233,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,980.6216666666667
664,과학기술,화학,18,18,3.8905,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,979.5749999999999
665,과학기술,화학,18,18,3.8483,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,977.9783333333334
666,과학기술,화학,18,18,3.7993,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,976.48
667,과학기술,화학,18,18,3.7767,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,975.89
668,과학기술,화학,18,18,3.7751,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,975.4083333333333
669,과학기술,화학,18,18,3.7484,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,973.78
670,과학기술,화학,18,18,3.6748,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,972.3633333333333
671,과학기술,화학,18,18,3.6619,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,971.6483333333333
672,과학기술,화학,12,18,3.6358,0,1,1,5.436,9.245,12.122,10.822000000000001,0.436,645.9733333333334
673,과학기술,화학,18,18,3.6248,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,970.8100000000001
674,과학기술,화학,18,18,3.5912,150,1,1,5.436,9.245,12.122,10.822000000000001,0.436,819.6416666666667
675,과학기술,화학,18,18,3.5777,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,968.925
676,과학기술,화학,18,18,3.5275,200,1,1,5.436,9.245,12.122,10.822000000000001,0.436,867.5466666666666
677,과학기술,화학,18,18,3.5226,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,967.4166666666666
678,과학기술,화학,18,18,3.5224,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,966.6133333333333
679,과학기술,화학,18,18,3.4610000000000003,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,965.36
680,과학기술,화학,18,18,3.432,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,963.6566666666666
681,과학기술,화학,18,18,3.3874,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,962.6416666666667
682,과학기술,화학,18,18,3.3645,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,961.485
683,과학기술,화학,18,18,3.318,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,960.535
684,과학기술,화학,18,18,3.2892,200,1,1,5.436,9.245,12.122,10.822000000000001,0.436,858.5916666666667
685,과학기술,화학,18,18,3.2144,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,956.9083333333333
686,과학기술,화학,18,18,3.0773,100,1,1,5.436,9.245,12.122,10.822000000000001,0.436,752.5533333333333
687,과학기술,화학,18,18,3.0371,300,1,1,5.436,9.245,12.122,10.822000000000001,0.436,949.8283333333334
688,과학기술,화학,18,18,2.9106,300,0,1,5.436,9.245,12.122,10.822000000000001,0.436,546.4616666666666
689,과학기술,화학,18,18,2.8686,0,1,0,5.436,9.245,12.122,10.822000000000001,0.436,643.8883333333333
690,과학기술,화학,18,18,2.7569999999999997,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,941.2266666666667
691,과학기술,화학,18,18,2.6519,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,936.64
692,과학기술,화학,18,18,2.5215,250,1,0,5.436,9.245,12.122,10.822000000000001,0.436,884.0216666666666
693,과학기술,화학,18,18,2.4945,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,931.44
694,과학기술,화학,18,18,2.3904,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,929.295
695,과학기술,화학,18,18,2.2392,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,924.64
696,과학기술,화학,18,18,2.2237,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,923.2950000000001
697,과학기술,화학,18,18,2.1205,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,918.61
698,과학기술,화학,18,18,1.9739,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,915.5933333333334
699,과학기술,화학,18,18,1.8971,200,1,0,5.436,9.245,12.122,10.822000000000001,0.436,813.11
700,과학기술,화학,18,18,1.8592,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,911.0333333333333
701,과학기술,화학,18,18,1.7797,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,909.3233333333334
702,과학기술,화학,18,18,1.7316,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,906.7366666666667
703,과학기술,화학,18,18,1.6298,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,903.66
704,과학기술,화학,12,18,1.5747,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,877.458
705,과학기술,화학,18,18,1.5696,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,900.84
706,과학기술,화학,18,18,1.4604,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,898.0916666666667
707,과학기술,화학,18,18,1.4251,200,1,0,5.436,9.245,12.122,10.822000000000001,0.436,796.6783333333333
708,과학기술,화학,18,18,1.3717,300,0,0,5.436,9.245,12.122,10.822000000000001,0.436,495.13
709,과학기술,화학,18,18,1.3361,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,894.2233333333334
710,과학기술,화학,18,18,1.2501,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,889.2716666666666
711,과학기술,화학,18,18,1.1062,300,1,0,5.436,9.245,12.122,10.822000000000001,0.436,886.775
712,과학기술,식품영양학,18,18,4.4999,200,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,899.5466666666666
713,과학기술,식품영양학,18,18,4.4546,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,997.3266666666666
714,과학기술,식품영양학,18,18,4.3365,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,994.3566666666667
715,과학기술,식품영양학,18,18,4.2859,100,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,792.755
716,과학기술,식품영양학,18,18,4.2648,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,992.025
717,과학기술,식품영양학,18,18,4.2567,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,991.3000000000001
718,과학기술,식품영양학,18,18,4.2119,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,990.35
719,과학기술,식품영양학,18,18,4.2091,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,989.9016666666666
720,과학기술,식품영양학,18,18,4.185,250,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,939.415
721,과학기술,식품영양학,18,18,4.148,300,1,1,6.032,7.523,12.725999999999999,9.966000000000001,0.131,987.8816666666667
